class_index,question_title,question_content,title_polyglot_detect,title_lang_detect,title_langid_detect,content_polyglot_detect,content_lang_detect,content_langid_detect
1,any one who speaks french out there in cyberland?,i am in a french class and i have a question does this work? n n nnous allons au cin ma avec notre oncle n ni just don't know because i was tuaght that you can't have 2 vowels together. so does the notre oncle work? n nplease help!!,en,en,en,en,en,en
1,where can an asocial girl who attends an all girls school find a prom date?,"i am not that popular, but i am notorious for beating up psycho boyfriends. i am also not that comfortable with boys.",en,en,en,en,en,en
1,what do think of a man spending one million for one of these?,would you spend this much for a ferrari race car to drive around town in (malibu calif.)? n nblubla,en,en,en,en,en,en
1,what's your idea about this last comment?,"who on here thinks the last comment in this pasted post is anything but an insult? granted, it wasn't nice of me to insult someone, but i did. now, it's been taken way out of context, and stretched to the limits of believeability. n n nwlvrne1964 n1 day ago n n n you call our faith illogical , yet you still ask questions. and these responders are still taking you at face value. nyou have no interest in christianity. you seek only to mock and sow discord. ni can ask you, when did you start believing your ghidrahism , and why don't you post that in your questions, so that at least the honest responders will know where you're coming from? n nall you're waiting for is some secularist to state that christians, collectively, have their heads in the clouds, and then you'll vote for that as the best answer, without even really addressing your question. n nget real with your questions. get serious with your questions. christianity isn't a game, little, school girl. it's a way of life many",en,en,en,en,en,en
1,"things to keep things to cancel . what in american life , 5 things you love , and 5 things you hate ?","1 n2 n3 n4 n5 nyou choose , not me !",en,en,en,en,af,en
1,the saints relics that are in the alters are the bones at the foot of the cross from the book of revelations?,did you know that?,en,en,en,en,en,en
1,i think my man secretly thinks about me when we ahhh chit chat?,i think my man secretly thinks about me when we chit chat i could never read the mind of a man but i can identify his actions through another man's answer.,en,en,en,en,en,en
1,what is islam ?,and what is quran ?,en,en,en,en,en,en
1,what's your favorite charity to do volunteer work for?,i found an online organization that makes burial shrouds for stillborns and my heart just about broke in half. n nhas a charity touched you in some way?,en,en,en,en,en,en
1,"christians, please explain why we give gifts at christmas and celebrate christmas?","i can't believe it.i guess if they couldn't stop it they say it belongs to them.the christmas that we celabrate is not pagan.we do tell our little ones about santa,and they get so excited,but we tell them about the birth of jesus to.we prefer this over sex ed and evolution.we serve a very good and understanding god,and i think god gets a kick out of santa himself.you can celebrate it as pagans if you choose.merry christmas brothers and sisters.now it's your turn to tell the world about christmas,i know some christians may not feel this way, but we serve a big god and were all a little different in some area's,so feel free to speak up!",en,en,en,en,en,en
1,whats a place to work for where there are young ppl hs and college ppl? cause im young?,besides hollister and abercrombie! preferably hot girls and ppl my age,en,en,en,en,en,en
1,what should i do about the ostrich in my closet?,i cant get to my rain boots and its laying eggs in my dirty clothes hamper.,en,en,en,en,en,en
1,just curious. what does it mean if somone pats you on both shoulders at the same time with their two hands?,it appears to be very dismissive. i just want your opinions. thanks,en,en,en,en,en,en
1,what do you think?,should pot be legal and why,en,en,en,en,en,en
1,"black women are the most godly group in this country, why do they have the most men problems?",1. highest single parent statistics n2. lowest marriage statistics n3. highest amount of babies born out of wedlock n4. highest new hiv cases n n nhave black women ever prayed to god to grow their hair faster? n ni'm black and of course i love black women. they're just too religious. i'm a black atheist and i hope to find a black female atheist that's attractive one day n nabout me,en,en,en,en,en,en
1,are people so sick as to believe god condones smashing babies?,"the text in question psalms 137:9 nis not god advocating baby smashing. n nthe author is warning the soldiers and people of babylon that when someone smashes their babies is will be justice for what they already did to the israelites babies. n nfrom the new international version which is easier to understand n npsalm 197: n n7 remember, o lord, what the edomites did non the day jerusalem fell. n tear it down, they cried, n tear it down to its foundations! n n8 o daughter of babylon, doomed to destruction, nhappy is he who repays you nfor what you have done to us n n9 he who seizes your infants nand dashes them against the rocks. n n nto those of you who misquote this text as an excuse to hate god, take notice. you were mistaken as to what the text really was telling you. you were wrong. but if you have a hatred in your heart for religion your mind can't open to comprehend it. n none more instance of proof that those who hate god twist the truth to confuse humans just like satan did to adam and eve.",en,en,en,en,en,en
1,why do white americans hate themselves?,they say they get sunburn all the time but i do not because i am spanish and not american like them. they date brown and asian peope all the time adn want their people to dissapear. that is why i hate most americans. they are human toilets jajajajajajaja,en,en,en,en,en,en
1,what the hell is meto sexual?,what exactly is that? ncan straight men be metro?,en,en,en,en,en,en
1,"if you had the chance, what time and place would you like to live in or at least visit for a while?",would love to spend some time in the epoch of renaissance in italy or france i think that was exciting time,en,en,en,en,en,en
1,noticed how oil price goes up higher until we sqawk then its lowered again?,they gauging our reaction to set the maximum price.,en,en,en,en,en,en
1,hey i cant find this for my school work it is that i have to find the difrent culitures muslims belong to?,i have to find the difrent cultures to which muslims belong to. and i need it today.,en,en,en,en,en,en
1,what is your favorite scripture in bible?,"this is my favorite =) n1 corinthians 3:10 n n10by the grace god has given me, i laid a foundation as an expert builder, and someone else is building on it. but each one should be careful how he builds. 11for no one can lay any foundation other than the one already laid, which is jesus christ. 12if any man builds on this foundation using gold, silver, costly stones, wood, hay or straw, 13his work will be shown for what it is, because the day will bring it to light. it will be revealed with fire, and the fire will test the quality of each man's work. 14if what he has built survives, he will receive his reward. 15if it is burned up, he will suffer loss he himself will be saved, but only as one escaping through the flames.",en,en,en,en,en,en
1,what is your take on all the psychic readings prince william gets on his future wife?,"i've recently frequented www.theinternetforum.net royalforum and there are people on there that have posted 2 or 3 different psychic readings they found on prince william's future wife, and we even have a thread on there (at least 5 pages long). and there's even a girl on there who claims that william and kate are almost over (which i have read a recent article on william cheating on her) and that william will meet a blond girl soon from his past and basically insinuating she is the future wife. i don't mean to blow anyone's cover, or say that they are impossible or false. but do you really think anybody knows william's future wife? n nif you ask me, i do feel kate and william may break up soon or in the next two years and that she isn't the one, but it's possible that william has not meet the one. i'm not psychic but i do get gut feelings.",en,en,en,en,en,en
1,is the term 'half cast' offensive?,"i don't use it, although a lot of people i know do. does anyone consider it offensive?",en,en,en,en,en,en
1,are some popular sci fi themes anti evangelic?,star trek's prime directive. nassimov's law's of robotic's.,en,not_en,en,en,en,en
1,what is the last day of the mayan calandar?,"i thought it was october 30, 2012, but i have heard other dates. also, do you know where i can get one of those simple mayan conversion charts? are there mayan prophecies about the last day of the calendar?",en,en,en,en,en,en
1,how many of you out there know about the stance walmart are taking?,they are promoting the wearing of clothes of two different types of cloth. i am boycotting all clothes that are not made exclusively of sackcloth.,en,en,en,en,en,en
1,what is the only true meaning of life?,can anyone tell me the biblical meaning for our lives? any answers over 10 lines will be ignored.,en,en,en,en,en,en
1,are you weird?,why or why not?,en,cy,en,en,en,en
1,hi! i want to find an international comparison of women in management worldwide in the internet. tank you?,"i need a comparison of women in management across industrialized countries such as usa, canada, germany, france etc. ni have to write a homework till 15.05 so please answer me before that day. n nthanks for you help",en,en,en,en,en,en
1,what do you want done with your body after you die?,i am reading a book about dead bodies right now called stiff by mary roach. it is really good and is on the best seller list. so this got be thinking about what i want done. i don't know how about you?,en,cy,en,en,en,en
1,something every girl should see?," dove , the soap company, has a short video that they are using in their campaign for real beauty that i think every girl should see (guys too, for that matter). n ntake a look if you haven't already seen it and tell me what you think. n n",en,en,en,en,en,en
1,why should i not believe an atheist? he has more logical answer whereas you only say read this or read that?,who will decide my future? a book an old aged prophet? or some rotten rituals? let me decide who i m and what is my future !! i hope u r not angry my christian and muslim friends!!!,en,en,en,en,en,en
1,atheists ?,what is your answer for the healing of 1000s of documented cancer patients who were diagnosed for dead and end up living for 40 more years and the cancer completely disappears after asking god to heal them ? can science explain how raging cancer just subsides and completely destroys itself ? n nare all of them and their doctors liars ? n nthanks n n n n n nhere is 1 case out of 1000s i could have picked its boring i wouldnt reccomend reading it but just for people who think i am making things up. n,en,en,en,en,en,en
1,who is mordekay?,looks like he is an important figure.,en,en,en,en,not_en,en
1,what really irritates you about the opposite sex?,come on answer honestly,en,en,en,en,en,en
1,have you ever tried to meditate?,"if so, did it work? were you able to find or feel that inner peace?",en,en,en,en,en,en
1,i started a new job a couple of years ago around the holidays sent a nice box of candy to the ladies?,"at our corporate office in thanks for their assistance support was truly genuine about it. i sent it to the main person that i had been in contact with the most, who happens to be 2nd to the ceo, but with all others names on the gift. i only received a thank you from the person who i sent it to directly she told me she told the others of the gift. i got the impression after that they thought i was brown nosing or something still haven't ever heard a word from them. was it out of line for me to do this or their problem for not saying thank you?",en,en,en,en,en,en
1,"tor those who memorize the qur'an, help, please?","there's an ayah in the qur'an that mention that the earth is decreasing. i'm not exactly sure what the exact words of the qur'an is but i know that the meaning of it points out for people to see anna nunqis al arddh min attrafiha . n ncan anyone help? n ni'm looking for the ayah, what surah it is in and the translation in english. (i don't have a translated quran, just arabic). nthank you.",en,en,en,en,en,en
1,can god control your life?,"five years ago, god saved my life when i wrote a suicide note on the back of my quiz. he gave me a message in my head to tell someone about it. i did. i got 11 weeks of help. i m now 19 years old and still alive because of him. he knows i have a boyfriend who s 16 years old and has epilepsy and aspergers syndrome (like me). what god doesn t understand is this: normal females go through these sexual phases, and sometimes i look at porn websites. every time he catches me doing that, he gives me warnings or creates bad things to happen in my life (ants coming in my house, mom catching me looking at that porn stuff and telling her a lie saying that i was looking for pictures of killer whales, my minor stomach ach, strange or horrid dreams of my dead aunt, minor fights with my boyfriend, etc ). what s going on?",en,cy,en,en,en,en
1,have you seen the videos online of the amazing racist ?,what do you think of this guys videos? i wish i had him in front of me to beat the hell out of him. i was so pi off when i saw these videos. someone needs to track him down and do something to him,en,en,en,en,en,en
1,can you help to get a torah ?,"i want to study the torah but i don't know where to get one, if it's for free, it'll be better, but i don't mind paying for it. i live in mexico city :) n nthanks in advance",en,en,en,en,en,en
1,have you ever been bullied?,if so how old were you and where did it happen?,en,nl,en,en,en,en
1,does anybody stay in a haunted house before?,haunted,en,en,en,not_en,not_en,en
1,"my cousin is dating an orthodox boy, will she has to cut all her hair after married?",do you have to use the razor or cut your hair after being married orthodox?,en,en,en,en,en,en
1,"in home country i have cat to help me lick dishes, why no dish licking cat in america? why i must lick alone?","in elbonia we have modern advancement, dish licking cats, cut's washing time in half. why don't stupid americans have such thing? you all wash dishes with hand and feet? no cat? someday america catch up with great republic of elbonia.",en,en,en,en,en,en
1,what if you saw adolf hitler in heven ?,what if you saw adolf hitler in heven because right before he commited suicide he asked for forgivness for all of his sins and according to the bible if you repent your sins you will go to heaven. so he is there in heaven with you and you have to sit next to each other every day durring bible trivia.,en,not_en,en,en,en,en
1,"everybody gripes about the quality on yahoo answers, but are they ready to do anything about it?","i has been suggested that caring users of this site stop asking and answering long enough to clean up the existing data. n nyumio asked about a silver bullet: n it has been much more difficult to implement a solution to the quality problem, though. do you think there is a silver bullet that we are just ignoring? nyumio product manager for answers n nperhaps the solution is the little abuse button. print out the guidelines, read the tos for yahoo sites. scan the data, click the abuse report when necessary. no silver bullet, but a mass of cyber ones. n ndo you think that this will make a difference?",en,en,en,en,en,en
1,why are there so many different christian denominations ?,i know part of the reason for the different denominations .one is due to the prostestant reformation due to martin luther ( for one) n nwhy have the denominations because of some people could not get along they could not along . so consequently many denominations have split as well as individual churches. why could not people agree to disagree instead of causing turmoil by breaking up.,en,en,en,en,en,en
1,"if you had a guy friend about the same size as you ,would you let him wear your clothes if he ask?","if a friend of yours like to wear girls clothes and he wanted to wear your dresses,skirts ,hose ,makeup, blousesjewerly,lingerie,at home in private with you .then he just wanted to sit and talk girl talk with you .girls only answer please, thanks",en,en,en,en,en,en
1,mesopatamia?,"when did mesopatamia begin? and whom between?what agreement was called that began judaism and describe the torah ,please!!!",ny,id,en,en,en,en
1,whos been to prison?,"im just being curious. please tell me about your offense, length of time inside and what it was like inside what sort of characters you meet and what goes on. thanks",en,en,en,en,en,en
1,is it ok to wear all black to a babtism?,i have a nice long blk dress with a blk over shirt is it rude to wear that when attending and being the gdparent of my niece on thanksgiving?,en,en,en,en,en,en
1,where in the bible says that drinking is bad?,could i offer not drinking or not taking drugs as a sacrifice?,en,en,en,en,en,en
1,scientology: a cult or a real man made religion?,"i think that it is a little bit of a cult and it is a man made religion, how stupid can you be to believe in a religion when the founder of scientology stated that the way to be a millionaire is to start ones own religion. well, if they are so called thetans and are not of this earth, why don't they go back to thier planet somehow and make colonies for themselves? and why is hollywood so attracted to this so called religion by the way, pay no attention to the scientologist on my avatar. :)",en,not_en,en,en,en,en
1,where can i find a list of holidays in south africa?,"if anyone knows some already., just answer with those.",en,en,en,en,en,en
1,do you think it's wrong that i don't believe in god?,as a soldier when i took my oath i had to say the words so help me god. i said them not because i believed in them but because i had to. last year my unit lost 3 soldiers in iraq there was no god there to save them. my time for deployment is coming and i would rather believe in my own ability to survive rather than believe that some spiritual being will protect me.,en,en,en,en,en,en
1,why god doesn't perfrom one big miracle to make all the people belive in him?,"what happend 2006 years ago was not documented in any visual way!! how do we know that all what was said about jesus, muahamd etc is true!? could not they be just clever people? ndont tell me by faith!! coz u need somthing reall to have faith in.",en,en,en,en,en,en
1,is it hypocritical for hollywood washington liberals to preach tolerance then live in posh white areas?,"just seemed funny when hillary clinton, who was largely elected by carrying 90 something percent of the minority vote in new york chose to live in a lily white suburb rather than with the folks she claimed to care about.",en,en,en,en,en,en
1,i'm new at working in an office environment and i'm having some trouble getting along with people. any advise?,"i have been driving a truck for several years, and now i have gotten off of the road to work in the office. i never really have seemed to know how to get along with others on a regular basis. i've been there for 6 months and it seems like i'm invisible sometimes.",en,en,en,en,en,en
1,do you know what the name antonio mean?,and my brother wanted to know!!!!,en,en,en,en,en,en
1,who has more chance of going to hell?,"someone who dies never knowing jesus, lives a humble existence but obviously denies the holy spirit, he might drink once in a while and fornicate, but what would that matter since he's denying god, right? nor nsomeone who has a methodical tortured soul, someone who has raped, tortured and killed children, women, animals, manipulates people, lies as a personality trait, molests children when he's not killing them, practices abortions, and is filthy rich? but, late in life he repents and asks for forgiveness, practically on his death bed, assuming he is honest with god, nwho has more chance of going to hell?",en,en,en,en,en,en
1,is peeping tom once a upon a time a real person?,"i always hear this word being used to a pervert person, or once or twice use also this word to make a joke, like you're such a peeping tom . here's my chance to know where it was originated.",en,en,en,en,en,en
1,would you be willing to converse with a caribbean teen native?,"(just seeing how interesting this may get ) weather from trinidad, jamaica, puerto rico, bahamas, cayman, st. lucia, st. vincent, etc.",en,en,en,en,en,en
1,do you think leela likes me!? :)?,she is an australian (or canananadian?) on here that doesn't like america but she likes me a lot i think. i should ask her out she is probably offline right now,en,af,en,en,en,en
1,do you know muslims love jesus ?,"the qur an tells us a lot of wonderful things about jesus. as a result, believers in the qur an love jesus, honour him, and believe in him. in fact, no muslim can be a muslim unless he or she believes in jesus, on whom be peace.",en,hr,en,en,en,en
1,question for jews: what is the rabenishalelem ? is that god?,"hi, i heard a lecture recently by a rabbi and he kept referring to god(i think) as the rabenishalelem (i dont know if the spelling is correct) i am just curious what this means?",en,en,en,en,en,en
1,(felaz) rep you hood.!!!!!!!!!!!!?,who ever is the crunkest get best answer,en,cy,en,en,en,en
1,what is the thing you worry most about ? and why ?,me it is a grocery list : ),en,en,en,en,en,en
1,why do women always go to bathroom in groups in public places?,can't they mingle at a quiet corner of the place instead of the toilet?,en,en,en,en,en,en
1,nobody loves a religious bigot do they?,"bigot. a person who regards his own faith and views in matters of n religion as unquestionably right, and any belief or n opinion opposed to or differing from them as unreasonable n or wicked. in an extended sense, a person who is n intolerant of opinions which conflict with his own, as in n politics or morals one obstinately and blindly devoted to n his own church, party, belief, or opinion.",en,en,en,en,en,en
1,i dont even believe that we are still human?,how can we be fully human when we still carry 97 of chimpanzee genes? when crime and cruelty is a reflection of our primitive evolutionary stuggle to dominate others why dont religions tell people this truth which science had uncovered?,en,nl,en,en,en,en
1,why do religious people in the south want slavery back? they use the bible for support?,"they say the bible allows slavery: n n all who are under the yoke of slavery should consider their masters worthy of full respect, so that god's name and our teaching may not be slandered (1 tim. 6:1) n n teach slaves to be subject to their masters in everything, to try to please them, not to talk back to them. (titus 2:9) n nkeep in mind that the original biblical texts said slaves, not servants. the mis translation to servant happened later when religious people tried to make the bible less unjust than it really was. why did god have the original authors write about slavery as if it was perfectly okay?",en,en,en,en,en,en
1,zombies and tom and katie do you think they would even have a serious chance of survival with out a camera?,no similar questions found why?,en,en,en,en,en,en
1,"whats the difference between a geek,nerd,and a dork?","whats the difference between a geek,nerd,and a dork? nim just wondering.",en,en,en,en,not_en,en
1,if aliens from a distant planet suddenly visited earth ?,would that disproove the existance of god ? nsince he created the earth and we are supposed to be the only ones created in his image and likeness.,en,en,en,en,en,en
1,are you proud to be an american? why or why not?,please do not give a lengthy answer. try to use a few sentences to explain your feelings. 10 points for best answer.,en,en,en,en,en,en
1,this girl i have been seing for 3 months keeps asking if i am bisexual and want the best of both worlds why?,although i have fantasies about being with men i have never told her about my fantasies,en,en,en,en,en,en
1,whay are we destroying our planet when it is the only one we have?,"i dont understand why more isn't being done to conserve this world, we have the intelligence to do so, but it doesnt seem to matter to those who are capable of initiating the solutions.",en,en,en,en,en,en
1,question for muslims only?,why do you move to countries that do not care aobut your culture? why do you move to france when you see how bad it is with muslims? why do you move to america when you know people are going to categorize as a terrorist? and why do you move to a country that celebrates christianity and celebrates christmas when there are some of you that get offended?,en,not_en,en,en,en,en
1,do you have any advice to the two mormon missionaries who accepted jesus at my home?,"yes, they renounced satan and the mormonite heresy.",en,en,en,en,en,en
1,evil eye?,"for the last 2 days i have been having this bad head ache, back ache and nausea and for some reason everything is going wrong and usually i never get angry , im a very very patient and quiet person, but today i really want to shout at someone and something is making me very angry but cant point out what it is is it the mal occhio? and what do i do about it? pls help",en,tr,en,en,en,en
1,2 peter 1:20?,does 2 peter 1:20 refer to the origination of prophecy or to its interpretation?,not_en,no,en,en,en,en
1,what's next?,"i just rang up a company to give a good scolding on one of the employee there with vulgar words. so, what is the next things i should do? should i be polite with bastards? n nand the stupid phone operator was stunned by the way i talk. what is the next thing i should do to deal with this idiot?",en,en,en,en,en,en
1,if you found out that a passage of the bible did not appear in any manuscripts until the middle ages ?,"would you discard that passage as a later addition, or would you consider it divinely inspired, even though it was most likely not put there by the original author? n nif you will accept an addition as late as the middle ages, is there a limit to how late you will accept an addition to the bible? n nby the way, there is a passage in the gospel of john that did not appear until the middle ages.",en,en,en,en,en,en
1,why do christians think that?,"circumsion has to do with being saved ? n nhere is some answers so that you can get the idea: n was a symbol of an everlasting covenant not of being saved!circumsicion came before moses and thus predates the mosaic law! infact it in a sense has nothing to do with the mosaic law, it is only mentioned and prescribed in the mosaic law so that the hebrews don't forget about it!",en,en,en,en,en,en
1,"when shopping, how many of you actually pick up items off the floor and put them back on the shelf?","i will do it majority of the time, unless i am in a rush.",en,en,en,en,en,en
1,"evolutionist,why can t your so called scientist explain dinosaur pics?","in ancient temples in central america walking with humans ,when they are still saying dinosaurs died off millions of years earlier? so your saying well ,it s ok to be off a couple million years. deductive reasoning and conjecture,theories come on evolution in my eyes should be in the science fiction category with jim kirk. even star trek had better theories of truth.",en,en,en,en,en,en
1,where do sicilian children find their gifts on christmas day?,is it a stocking or a knit hat? i do not know the answer to this so i was hoping to get help from all of you. thanks.,en,en,en,en,en,en
1,what's your favorite verse in the bible?,"mine is ngalations 2:20 i have been crucified with christ and i no longer live, but christ lives in me. the life i live in the body, i live by faith in the son of god, who loved me and gave himself for me. ",en,en,en,en,en,en
1,how has the highest authority king herod the lunatic or poncius pilate the confuse gov?,i don't know how they both manage to put jesus to death in cruxifiction. without getting the blamed of mistrail,en,en,en,en,en,en
1,religion: what color was jesus?,who is the oldest race on earth?,en,en,en,en,en,en
1,what does toten zi uden?!?! nein!!! nein!!! mean?,what doest toten zi uden?!?! nein!!! nein!!! mean?!? i saw it on a myspace comment.,en,nl,en,en,not_en,en
1,should mexicans have the right to protest if they are illegal?,"should america get out of iraq if the invasion was illegal? nonly one answer needed, thanks.",en,en,en,en,en,en
1,why be in this category if you are so convinced that there is no god?,why spend so much time and venom if there is no god or any validity of a spiritual nature? nwouldn't time be better spent elswhere? not trying to antagonize anyone just curious only educated answers will earn points smartasses need not apply,en,en,en,en,en,en
1,false prophet?,"do you think the false prophet, the beast and satan form an evil trinity?",en,no,en,en,en,en
1,what cultural differences have made europe so much more atheistic than the usa?,"and how could the usa move to be more like them, in practical terms?",en,en,en,en,en,en
