class_index,question_title,question_content,title_polyglot_detect,title_lang_detect,title_langid_detect,content_polyglot_detect,content_lang_detect,content_langid_detect
10,why won't congress act on health care issues?,"i have a solution. tell me why it won't work. nfirst of all limit lawsuits. the cost of malpractice insurance and punitive damages payouts add a staggering figure to every patients bill. a friveless lawsuit addendum should be added as well, payable by the filing attornys at the descreation of a grand jury style panel. nnext, overhaul the fda. as it stands now, the fda has no accountability to people who would be helped by drugs when they delay approval and it provides no protection to companys who have spent millions in research to bring these drugs to those who need them. nwhy can't the fda provide protection from punitive damage lawsuits if it can be proven that the company that brings the drug to market provided complete transparencey to the agency. ni feel the reason these changes aren't being made is most of congress are, infact, members of the bar and thier loyalties are to that group before the public's. njohn edwards who ran on this platform yet made his by suing drs.",en,en,en,en,en,en
10,is there any chance george bush and dick cheney could retire now and nancy pelosi could be president?,"all republicans are free to go spend their oil profits, the only legacy of bush cheney. nwhat barry goldwater started, george bush retired.",en,en,en,en,en,en
10,do you people know the usa trained the terrorist osama bin laden?,"the cia organised, armed and funded extreme islamic groups to fight the soviets in athganistan in the 80's. that is fact, which nobody (including the us government) denies. n nmany of the same groups wanted to join the fight against sadaam when he invaded kuwait in 1990. they considered that sadaam (who ran a secualar dictatorship) was an enemy of muslims because he refused to implement elements of sharia law. this is ironic when you consider that the us government later tried to justify the invasion of iraq by claiming that al quaeda was working with sadaam. n nthe us government refused their help and moved large quantities of us troops to saudi arabia for the first time. since that point one of the stated aims of al quaeda has been to remove us troops from saudi arabia. it was the reason they gave for the first attack on the wtc in the mid 90's. n nso yes, the us government did help create some of the terrorists we face today. they also funded and armed sadaam through most of the 80's. naughty, naughty uncle sam!",en,en,en,en,en,en
10,do think illegal trespassers invaders (incorrectly called illegal immigrants ) should be allowed to vote?,"if you are silly enough to answer yes , please state your reason(s). please cite the article in the u.s. constitution or your state constitution that leads you to believe this practice should be allowed. if you can't find any, then tell me why you think they should.",en,en,en,en,en,en
10,has president bush spent most of his political capital? should he file for chapter 11?,"he is doing one thing right. he is attending town hall meetings that are less scripted, and he is actually taking and answering tough questions from the audience. some are pretty brutal. pride does go before a fall.",en,en,en,en,en,en
10,help ?,why were many french canadians less angry about conscription in world war ii than they were in world war i? do u think that french canadians were less patriotic than other canadians during world war ii? why or why not?,not_en,nl,en,en,en,en
10,i've been in u.s for over 20 years never went to any other country since do u think i'm an illegal?,or i'm entitle to get my ctyzenship. ndue to my health problems i coudn't arrange my green card. nand still is hard for me because i suffer from panic attaks n. nbut i never got money from any goverment department. nnot even from unemployment. and i always pay cash for my medical treatments.,en,en,en,en,en,en
10,how do you find address for someone you only know the name and social of?,i got a box of stuff from an auction and in it was a small box of personal badges and religious charms from someone who sereved in the army. i have his name and social. i wanted to find a way to find him or his family without paying a fortune so they could have the stuff back.,en,en,en,en,en,en
10,why are electric powered cars and bikes not allowed on ontario roads?,"it makes the e test look even more like a money grab.a bit hypocritical,with the kyoto thing not working out so well.",en,en,en,en,en,en
10,is moo on a stick?,"and if so, is stick?",en,en,en,en,en,en
10,serpent players south africa?,tell me about the serpent players. i am talking about the south african performance group who worked with athol fugard.,en,en,en,en,en,en
10,do you think it the responsibility of the united states?,to provide aid and ccomfont to people of under privliged countries,en,en,en,en,en,en
10,my mom has had my kids for 4 years do i have a chance to get them back?i feel my kids are in danger?,my mom was unstable when i was little and is only getting worst i needed to know about the laws and what my chanses are and what to do,en,en,en,en,en,en
10,since everyone knows i'm actually pancha now?,can i change my nickname back to pancha?or will i instantly be deported again?,en,en,en,en,en,en
10,is it legal to import prescription drugs from canada into the u.s. ?,(sorry i wasn't specific enough in my previous post),en,en,en,en,en,en
10,what are the worst possible post election threat the gop wake up with on nov.8th?,fox news? angry neocons? pentagon cia intelligence agency political blow back? nancy pelosi? hearings by the house of representatives?,en,en,en,en,en,en
10,"in need of a lawyer or two for criminal offenses, and civil lawsuits?","while at a wedding reception at a casino this weekend, i was involved in an altercation which i did not start, defended myself and my wife against 5 assailants, when security arrived i allowed them to pin me to the ground anticipating cuffs until the situation was resolved, however they allowed the 5 to continue kicking, and stomping me in the face head neck and back, i got off of the ground and fought back, against the 5, and the 3 security guards. after beating back the hoarde (humor) i allowed the guards to cuff me, they took their revenge on my right wrist almost breaking it, then explained the story to the crowd. most of which dispersed before the cops arrival. my wife tried telling the worthless cops the truth, but they only wanted to hear the story from the poorly trained and mismanaged security force, infuriating her more. i got three misdemeanor offensive touching, she got a disorderly conduct. what kind of lawyers should we be looking for.",en,en,en,en,en,en
10,"if we have open boarders, and do not enforce our laws, are we a country?","is a country truly sovereign if it's federal laws, especially with respect of it's laws protecting it's boarders and immigration are not enforced? and, are the elected officials who's job it is to protect sovereignty and don't subject to a class action accounting of this failure?",en,en,en,en,en,en
10,who gave the decision to give john o' neil the top security job at wtc day before 911 replacing marvin bush?,"john o'neil had been investigating these terrorists as head of the fbi's ny counter terror division but had been stopped time and time again. he was sidelined and sidestepped and eventually given a new job n nhis first day as head of security at the world trade centre , replacing gerorge bush's brother marvin was september 11 2001, he died on the job in his office as the first plane hit the building! n nit meant he couldn't raise objections or questions about why his investigations were closed down!",en,en,en,en,en,en
10,did you vote for bush and now don't like him?,what caused you to change your opinion of him?,en,en,en,en,en,en
10,"will you sleep well tonight, liberals?","goody, goody for us. we are fighting fair and that makes us better people. we can sleep well tonight and feel good about ourselves because we fight fair even when the nasty terrorists are murdering our soldiers with no restrictions. god save our military from the liberal fools of the world.",en,not_en,en,en,en,en
10,what is the biggest problem facing america today?,and what can we do about it? please no republican democratic or liberal conservative bashing.,en,en,en,en,en,en
10,what clues would be looked for when the cause of a death is recorded as a suicide not murder?,coroner's must have some kind of clues to check for as a standard sign of evidence leaning one direction as a rule of thumb? right?,en,en,en,en,en,en
10,"after you evacuate the building during a disaster and go to your rally point, now what?",what happens,en,en,en,en,en,en
10,how are email contracts viewed under the law?,"these are the options i am looking at: n1. they are not usually valid because of the ease of deleting email messages n2. contracts for goods can be valid, but not email contracts for services n3. contracts are valid only for contracts less than 500 n4. they are valid so long as both parties sign a written copy printed out from the email n5. they are generally treated similarly to contracts negotiated by other means",en,en,en,en,en,en
10,do celebrities serve jury duty if he she recieves voucher through their mail from the courts?,"i'm no celebrity, but i've served time as one of the 12 jury duties in the past. i was curious if celebrities did the same?",en,en,en,en,en,en
10,anyone else sick of draft dodging politicians?,"i'm a veteran and i am very strongly against people like clinton, bush, cheney, and several congressmen and senators who wouldn't answer the call when their country needed them. now they claim to serve their country, but only at their convenience, not america's. they also serve america in the same fashion a thief serves an unattended purse full of money. i don't vote for these jackasses and i find it disgusting that other people do.",en,en,en,en,en,en
10,is a convicted child molester prohibited from being in the presence of a pregnant woman?,"once a child molester is out of prison, he must stay a certain distance from children. a pregnant woman is carrying a child, so is he in violation if he goes near her?",en,en,en,en,en,en
10,how can we reunite the american children whose parents have been deported with their parents?,this is a good father's day question,en,en,en,en,en,en
10,"a wettback called my a pinchi gringo, and said viva la raza, what is his point?","i felt like hurting him, but it wasnt worth it, i felt like he was being racist",en,en,en,en,en,en
10,"instead of all this nonsense about legalizing hispanic immigrants, lets offer legalization for castration?","illegal immigrants can decide how badly they want to live in this country. castration or tubes tied for those with more than two kids! that way, we prevent more welfare costs and they can't overwhelm our country with the inability to use birth control! just a thought.",en,en,en,en,en,en
10,do you think there will be a world war 3?,"if so, who do you think will be allied? and who will we be fighting?",en,en,en,en,en,en
10,who think its fair to legalize those who are all ready here and trying to live the legalest way as posible?,"they are people out there that actually follow the laws, they get a tax payer number and get at least a state id, or drivers licence, they have a clean driving record and obey the law, have insurance (car), registration etc. but a green card or what ever you call that, who thinks its fair that they get legalized?",en,en,en,en,en,en
10, from governmentor national treasury?,how would i find out if the government or national treasury owes me money. is there a specific website?,en,en,en,en,en,en
10,how could i succeed in my ezaminations?,in law studies.,en,en,en,en,af,en
10,do most repbulicans equate success with becoming rich? it seems to be the case to me?,"it seems, at least to many conservatives on here (not all), that if you're not rich, then you have no value as a person they always call the poor lazy i've known many a poor person that worker harder than any rich person i know maybe they just aren't greedy? n nmoney doesn't make you happy and it seems like many of them think the more they have, the happier they will be? n nit's nice to have security with money but it doesn't seem to be about that to many on here it's about power and that's my biggest problem i guess they think it's a game and that other people's lives are games",en,en,en,en,en,en
10,who among you believe that we are living under a rule of fear?,"it just occured to me that the administration has been doing its best to keep the american people afraid . and they are succeeding! i hate to bang drums but i just want to know if people out there share the same feeling i have for this mock leadership. n nhey, at least i didn't vote for that jerk in washington",en,en,en,en,en,en
10,why are blonds so dumb?,"dumb blondes: hirly clintion, bitty clintion, clut clintion, paris hition",en,en,en,en,en,en
10,"venezuela has lost their attempts at gaining a seat in the u.n., panama has been chosen instead. . .agree?","at least a good start? i don't like the u.n. either, but the fact that it didn't get worse is better than the alternative. n nwhat do you think about it?",en,en,en,en,en,en
10,what if the world liked the us?,"i mean, what if we did what they thought we should do to get us to like them, would this really be a better place, or would the world just fall apart?",en,en,en,en,en,en
10,wouldn't make more sense to increase the level of estrogen we put in the water in the middle east?,wouldn't it make more sense and be a lot cheaper and less destructive than dropping depleted uranium munitions? clearly there is too much testosterone in the region now.,en,en,en,en,en,en
10,how do you believe in nature ?,see my last post,en,not_en,en,en,fi,en
10,dems and cons?,"who here thinks these names both sound negative, almost pejorative? n nand yet democrats call themselves dems sometimes, and conservatives, cons and neocons. why would they do that? what's the appeal?",en,en,en,en,en,en
10,do you think iraq was more of haven for terrorists before we invaded or after?,"sadaam is a cruel man, no doubt but w the lack of a stable government, it appears to be out of control. have we created the safe haven for terrorists?",en,en,en,en,en,en
10,is this freedom? is tourism afraid of america? does america depend on foreigners for tourism revenues?,"long lines for visas in consulates abroad, exaggerated travel restrictions and rude aggressive immigration agents are making travellers to think twice when deciding vacations in the us. i currently live in europe my friends (for instance) are considering going to cuba or mexico instead the us for vacations, they blame us (americans) for all this mess in airports and customs. sometimes i don t know what to say because i also think some measures are exaggerated and not everyone consider this as minor difficulties while travelling to the freedom of american society.",en,en,en,en,en,en
10,"if america is so hated and despised, why are millions of people wanting to get legally and illegally?","and if we are so loathed as some would say, why do we have the best universities, best hospitals, best inventions etc? we've only been around for a few hundred years, yet we've managed to be a world leader. if you are one who loathes america, look at what you are wearing, driving and oh yeah, what computer and internet are you using? what do you watch for movies? we are the most charitable nation in the world. tsunami typhoon aids earthquake mudslide hits, call the us. contrary to what the media says, we are not the leader in pollution and waste. look at china, india, france, eastern europe. who built the panama canal? who saved eu's ass in 1917 18 and again in 1945. and if you can't understand because we are proud of our country, maybe you are jealous or can't understand how anyone can be proud of their country if they come from a crappy 3rd world hellhole they are ashamed of. i love this country and am proud of it. we've done alot of great things. n ngod bless the usa. ==",en,en,en,en,en,en
10,are there parts of the constitution that should be suspended in this time of war?,"should we, for example, suspend the fourth amendment and allow warrantless searches of people's homes and cars? should we suspend the first amendment and make it a crime to criticize the government?",en,en,en,en,en,en
10,"i need to find out visiting info for an inmate at san joaquin county jail french camp ,ca?",inmate personnel records at san joaquin co. jail,en,en,en,en,fr,en
10,"my dad applied for i 130 for my sister over 21, how long does it take?","my dad in florida, u.s. citizen applied for my sister who is 21yrs old and unmarried for a i 130 on feb 05. any idea how long does this process take? the lawyer said probably 5 years, i hope she is kidding.",en,no,en,en,en,en
10,a criminal investigation revealed that my neighbor murdered his first wife?,would you move or stay?,en,en,en,en,en,en
10,is this considered littering?,"if you go golfing and hit a ball in the pond and don't retrieve it, is it considered littering.",en,en,en,en,en,en
10,"if so many of us agree that we need to give the illegals the boot (which it seems we agree on this), why ?","are we allowing them to protest in our streets, fly our flag upside down, make idle threats about taking over. but the most important question is why do we allow them to speak spanish in our country? if i went to japan i don't think i would find signs in english or hear press 2 for english. what are you going to do to stop thier antics?",en,en,en,en,en,en
10,hey all you immagration people?,do any of you huys know how the november election turned out regarding immagration related issues? are the results out yet?,en,en,en,en,en,en
10,what are your thoughts on this?,"the propaganda has been overwhelming since 9 11. it has been focused on making us think there is no difference between democrats and republicans. and there is a tremendous amount of evidence to support that assertion, but still yet, do you believe that claim is, in itself, propaganda from the neocons? maybe there is a difference between some democrats and some republicans? and if so, is there any chance we will be able to defeat the current evil, we as a nation face?",en,en,en,en,en,en
10,am i the only bay area republican?,"seriously, all i see around me 24 7 are tree hugging liberals. i can understand democrats, but they dont exsist in the bay area.",en,en,en,en,en,en
10,"who is the better presidential candidate, hillary or condaleeza?","both extremely intelligent, which one do you prefer?",en,en,en,en,en,en
10,can he really get away with this?,"ive been seeking advice about this for a long time . but tonight things finally came to a head.my sons dad has been a loser for a long time. i left him three days ago because i guess i was opening my big mouth so he choked me in front of our son and bruised my thigh. i was bitching i guess cas im tired of him hanging out in the hood , hes 28 also some girl answered his phone toight told me she thought he went to jail for crack.he got out in an hour guess they didnt really find the crack just got him for driving with out liscence. he denies the crack thing and tells me im stupid,that im ruining our family.weve gotten into arguments in the past and ive slapped him and yelled alot im afraid hell use that against me . i have a huge bruise on my leg but im scared to go to the police cas its already been this long they wont do anything, then he'll just laugh at me and tell me how stupid i am again.call somebody who cares he told me when i called last",en,en,en,en,en,en
10,fun? or spoiling?,heidegger11 nseffertanner nseferitanner n nseem to be playing for points. n100 of seffertanner seferitanner's n44 42 best answers were to questions posed by nseferitanner nseffertanner nheidegger11 n njust having fun? or spoiling the concept? what do you think?,en,no,en,en,en,en
10,is the csme a good idea for caricom territories? csme caricom single market and economy?,specifically the economy part of it. will this be good for certain countries like trinidad or jamaica?,en,en,en,en,en,en
10,is a parent obligated to pay for the cost of an 18 y.o. to live on their own if in hs?,"i sent my 18 year old daughter (who is a senior in high school) to live with her father because she wasn't going to school, came in at 4 5am, and was doing other illegal things. he refused to take her in, so he set her up in an apartment. she only goes to school one or two hours a day and is failing 2 of her 4 classes. he has now retained an attorney and says that i have to pay him child support and will have to reimburse him for the costs of putting her in the apartment. would this be true if she's 18?",en,en,en,en,en,en
10,what are russia's nuclear targets. are they still targeting the usa?,do they still have missles pointed at us cities?,en,en,en,en,en,en
10,politicians: is it worse to announce you are an atheist or that you are homosexual?,why is it that politicians never admit to being atheist but a relatively large number have admitted to homosexuality. i am a secular hetero atheist help me understand!!!!,en,en,en,en,en,en
10,anyone heard the brand new news ?,"the draft is going to be introduced to congress tomorrow. we already have the back door draft, but the new draft is going to grab all the kids. when so many americans even wonder why this war is happening, what is with this new draft? also. 2 more countries plan to be invaded?",en,en,en,en,en,en
10,does the u.s. army require males to be circumcised?,"i'm getting my doctoral physical examination and swearing in at meps this coming wednesday, and was wondering if they will say i need to have surgery for circumcision. n ni watched my brother go through it last year at 19 years old (i'm 17 now) and it sucked. a lot. he couldn't move, walk, do anything comfortably for atleast three weeks.",en,en,en,en,en,en
10,how do you pass a bill or change laws?,how would you go before the senate or congress to change a law that had to do with wages for servers?,en,not_en,en,en,en,en
10,what do you think?,"since the 1980's the united states has cut back on the amount of foreign aid given. in a recent year the amount the u.s. gave in aid equaled 0.21 of the national income. this means that if the u.s. income equaled 100 dollars for this year, 21 cents would have been given in foreign aid. on average, countries that gave foreign aid in that same year gave 0.36 of their national incomes. ndo you think that the u.s. government should continue granting foreign aid at current levels,increase the amount,or stop giving aid altogether?if youthink the u.s. should continue giving aid at current levels,name one program,institution or country that should receive part of the aid and why.if you think the u.s should increase foreign aid, how do you think the increased aid should spend and why?",en,en,en,en,en,en
10,is it legel in canada to take something from somebodys garbage?,"regardless of what you intend to do with the item, whether it be a sandwich or an old clock, i would just like to know if it would be legal or illegal to take something that had been thrown away in the garbage?",en,en,en,en,en,en
10,wht cant a liberal win another national election?,there are so many reasons but lets hear from all of you. why wont they ever win again?,en,en,en,en,en,en
10,do you remember bush saying iraq would experience shock and awe?,who did he mean? us or the iraq's?,en,en,en,en,en,en
10,are kerry's comments really the truth?,"take a look : is such loser, think he has enough courage to go to 'irak' and nconfront these guys? nah, even those medals he bought during vietnam and has been touting as the truth for years then threw away, no then didn't, no, wait then threw someone else's medals away oh heck he still doesn't have what it takes to be a man much less a soldier.",en,en,en,en,en,en
10,who can tell me why illegals should be given amnesty?,"and, i do not mean the same old b.s., how they do jobs americans won't do , because that propoganda, is a flatout lie!!! these are jobs that americans will do!!!granted,not all americans would do them,but,on the other hand,not all illegals will do them for very long either!!! not all illegals work in the fields!!! there are illegals in almost every blue collar job in america!!! so,they do take jobs from americans!!! and,the crap about the poor,honest mexicans is a load of b.s. too!!! for one thing,if they are so honest ,then why are they breaking our laws by sneaking into the country?!!! and,stealing legal citizens social security numbers,and i.d.'s?!!! shoots to hell that statemnt about being honest !!!!! and the poor part,i personally know of some illegals that live here, that live in lowincome housing,that are on welfare,foodstamps,etc,etc,and yet they own ranches in mexico!!! so, all this bullshot about illegals,is just that!!!!!",en,en,en,en,en,en
10,"when u.s attack to iran , can iran win in war ?",pleas enter your country,en,en,en,en,not_en,en
10,is the veterans administration serving the needs of all veterans who served in our armed forces?,"under military government and politics, the same question is asked please answer either here or over there the question is being asked in light of corruption, fraud, ineptness and callousness being shown to members of our armed forces who have served this nation. n nin the northport, new york veterans administration, veterans are complaining about the way the veterans hospital site is being run. the northport veterans administration is not being utilized for the sole benefit of veterans, but, for political candidates, non related veterans matters, social and economical study groups, etc should this practice, of allowing fund raisers and groups to accupy time and space on the veterans hospital site, without benefitting the veterans, be condoned accepted?",en,en,en,en,en,en
10,us bans sales of ipods to north korea that will show them!?,oh and plasma tvs. n ngmab lol n nwill this help with anything?,en,en,en,en,not_en,en
10,is it fraud to cash a check that you found made out to cash?,"found a check made out to cash for 1500, was wondering if anybody knew what the law says about me just going to the bank and cashing it.",en,en,en,en,en,en
10,where can i find information on changing enhancing a client's image to prepare for a court trial testimony,"i am researching docoments, books or documents that outline or detail how an attorney can best prepare a client for testimony using the client image as a tool for impression management. specifics such as communication skills, dress, hair, non verbal communication etc",en,en,en,en,en,en
10,will y'all take some time to pray with me now?,dear lord in heaven,en,en,en,en,not_en,en
10,hoping wyldfyr48 and impeachgwb read this?,"hey impeachgwb long time since i bothered with your idiotic junk, but because i am sooooo elated with the demise of al zarqwai today, i am in the mood to tell you and the rest of you michael moore worshipping fools to get bent nbut first nimpeachgwb you answered a question with a statistic stating casualties during the war taking place in iraq (the war on terror maybe you have heard of it i think you and the rest of the michaelites refer to it as the war for oil). anyways, uhhh, how many people (actually, let's call them civilians, as they were not military personell) were killed when mohammed atta and the rest of those scumbags rammed two fully loaded passenger planes into the towers, as well as the one plane that went down in pa? what was that number again? am i going too fast for you? how many innocent lives were claimed on sept.11, 2001?!?!?!?!?!?!?! noh yeah, almost forgot nget bent!!!",en,not_en,en,en,en,en
10,what rules to follow in a traffic court of law garland tx?,i got some traffic citations in garland tx the cops gave me a hassle before towing the car had no ins. expired reg. have no money for attorney want to go before a jury of peers and tell my side of story rather then a judge who will just collect money for the city budget.,en,en,en,en,en,en
10,would you trust any ohio legislator to watch your kids for a day? i don't think so?,and my son is a 12 y o brown belt karate student,en,en,en,en,en,en
10,uk apartheit are we there already?,"is the uk becoming an unoffical apartheit country with ethnic groups confining themselves to their areas of towns and cities and whites occupying the more affluent areas. resulting in no go areas for for whites. n nwhat is the cause of this, who do we blame and how do we prevent it from spreading further.",en,en,en,en,en,en
10,what is the name of the prime minister of rodrigues island?,10pts 4 1st corect answer,en,en,en,en,en,en
10,conservatives are they spoiling the child ?,"if you disagree with american policy and say something against america because you care about it isn't that the ultimate in patriotism like a parent questioning the actions of a child or even chastising a child we are all stewards in a democracy n nbut it seems that many blindly follow whatever the government does and that is not like a parent that just lets a child act as they wish, spoiling the child and not doing the child any favors in the end? n nblindly following a leader is the folly of a fool and is exactly the opposite of what this country is built on n ni mean, should we always just follow what our leaders say regaurless of what it is is that really being a good american ? n nwhat do you think? i the child spoiled?",en,en,en,en,en,en
10,why are liberals such losers?,they diserve to die!,en,en,en,en,not_en,en
10,is this illegal?,someone keeps (yahoo) instant messange me asking if i want to be their second wife. he is like 62 years old. what should i do?,en,en,en,en,en,en
10,did you know it is against the law for the power co.to turn off the service of a disabled person?,"yet they do it constantly expect poverty stricken ppl to pay huge recconnect fees late bills! nhow can we get them to honor the law their own payment plans they supposedly have for unfortunate ppl? nbetter yet,how can we get them to stop charging such rediculous prices? nthis is what de regulation has done to us in america,kids!i believe in free interprise,but licience to rob steal? give me a break!",en,en,en,en,en,en
10,what do you do when your human resource person is biased?,"in a place of employment (a non profit organization) the human resource mgr. is not qualified to do her job. she talks about employees behind their backs, she be littles and harrasses certain employees, she changes time cards to her own benefit and takes away peoples overtime, she promotes the employee that rats out all the other employees. it's out of control, and unfortunately the acting general mgr doesn't see this or just doesn't choose to see it. unfortunately the employees are in a quandry over this and don't want to lose their jobs, so nothing is done. what qualifications should she have to be the human resource mgr? and what could be done legally?",en,en,en,en,en,en
10,any pro military people in arizona want to help organize a support ralley?,"i have been getting alot of flack lately for being supportive of the united states military, and i am tired of it, i want to show these people that our troops have our undying support! is there anyone in arizona that is truely dedicated to helping to support our proud united states military!? please help, they put their lives on the line every day, and give the flag burners the right to burn our beloved flag, so let's show them that we care.",en,en,en,en,en,en
10,why isn't exile used as a punishment in the us criminal system?,is it unconstitutional for some reason? please be detailed.,en,en,en,en,en,en
10,is there a gulf war memorial?,"if there is where is it, and what does it look like?",en,en,en,en,en,en
10,do you believe the us gov. should pass the current immigration bill?,"the one that is on the news so much lately. the one for which 100,000 people joined in downtown chicago to prostest about.",en,en,en,en,en,en
