class_index,question_title,question_content,title_polyglot_detect,title_lang_detect,title_langid_detect,content_polyglot_detect,content_lang_detect,content_langid_detect
6,used handgun prices (sig sauer p 230)?,"i have a sig sauer p 230 i am selling. i have no idea what to ask for it. it comes with all paperwork, case, holster, 2 clips, gun lock, case lock. its about 13 years old. how can i find it's value?",en,en,en,en,en,en
6,"when you ollie, do you jump off your foot when you hit the foot on the ground or something, somebody tell me?","i am a beginning skateboarder, i am having the typical trouble with the almighty ollie, nobody is ever clear about the jump part when i look for tips, they say, when the back of the board pops, you jump, like what, jump up off that foot when it touches the ground, does it even touch the ground for you to jump, i need some help with this man, i love boardin straight up but its getting frustrating, i aint quitting, but i need advice on the ollie",en,en,en,en,en,en
6,where to get rules and restrictions of indian custims?,i would like to know the maximum value of articles in dollars or rupees for taking inside india in flight?,en,en,en,en,en,en
6,when did human beings start horse racing?,where and when was the first turf club started?,en,not_en,en,en,en,en
6,is it good 2 go 2 the gym twice a day?,a hour in the morning then at night a hour r 2,en,en,en,en,en,en
6,how much to swap an itr engine tranny into a late model fiero body?,"why?! why not! i love the retro look , but i also love the fact that it would be inconspicious with an itr inside itr's are nice but thief magnets! at least this way i can deter some criminals.rwd with a itr engine sure would be sweet! n interga type r,awesome engine nuff said!!",en,en,en,en,en,en
6,which is the soccer player that have won the european champions cup with two different teams but same name?,romanian player,en,en,en,en,en,pl
6,"can someome please explain how spreads are read? for eg, +4 that brady will score the first touchdown or 5",that a field goal will win the game?,en,en,en,en,en,en
6,im a lineman?,"i cant bench very much, is this a problem for an offensive lineman? i have really strong legs and triceps, i squat 185 205 daily without a problem and i have bigger triceps than any of the linemen i know. but i have almost no biceps, how big of a problem is that?",de,tr,en,en,en,en
6,appalachian trail?,has anyone ever thru hiked the trail? and can you suggest how to prepare for teh hike?,fr,it,en,en,en,en
6,what do you wear under a singlet?,"in wrestling, what do you wear under a singlet?",en,en,en,en,not_en,en
6,y is there so many rivalries n beetween nascar fans!!?,"by the way i like dale earnhardt jr. hate jeff gordon, the little scum!",en,en,en,en,en,en
6,i am going to train 12 hours a day and i need advice?,i am going to train 12 hours a day and i need advice. ni am going to start training tomorrow 12 hours a day for football(soccer) from 5 11 am and 5 11 pm. do you have any adviceto give?,en,en,en,en,en,en
6,pronostic arsenal liverpool?,10 points pour le bon reponse avant 16 h 30 n npourqoui je n arrive pas a lire mes email nceluis qui repond a ces questions je ne l oublierai pas,en,it,en,fr,fr,fr
6,howz the tv coverage of the wold cup thus far?,why don't they show mug shots of the players at the start of the match like they used to in previous world cups?,en,en,en,en,en,en
6,who do you thing will win the super bowl next year?,i think colts.,en,en,en,en,en,en
6,at what time the emilie loit (france) vs angelique widjaja (indonesia) tennis game start?,"pls say how many hours left not the time as i might not be in the same time zone! :) n ntournament they are playing in: wta: grand prix sar la princesse lalla meryem rabat, morocco n n10points awarded to first to answer fully the question! n nthanks!",en,en,en,en,en,en
6,who is the worst footballer ever to play for england?,"i'm talking soccer, footie, association football etc here. i think it's got to be one of graham taylor's 'one cap wonders.' look at the worst ever england team as compiled by observer sport monthly before euro 2004. it is choc full of them!",en,en,en,en,en,en
6,i think indian team will be tough to beat in the 2007 world cup?,cricket world cup,en,en,en,en,en,nl
6,why is the pacman fight on ppv?,"dude, this is like watching midget wrestling my 12 yo cousin could take on both of these fighters interesting fight, but ppv worthy? i dont think so",en,en,en,en,en,en
6,how long do you have to have been doing kung fu to enter a tournament?,i want to enter one but dont know if i can yet?,en,en,en,en,en,en
6,sachin tendulkar is a hype?,i think he is just hype. where has he won us matches? i think he should be dropped along with saurav. infact saurav should come back because hes an astute captain.,en,en,en,en,en,en
6,what are some good streches?,"i have recently started to exercise a bit more, mainly by jogging running. i've noticed that i get shin splints just after a little bit of doing either, and it also hurts my calf muscle too. can anyone suggest some good streches for me to do before jogging?",en,en,en,en,en,en
6,is there a rugby league team called the black rhinos? where are they from? can i get a jersey?,"i think i remember such a team from a televised tournament maybe 10 years ago. my brother always admired the jersey, and if i can, i'd like to get him one.",en,en,en,en,en,en
6,how many miles from poland to ukraine?,from gdansk to vinnytsya,en,en,en,en,no,en
6,whats your favorite olympic sport to watch?,mine is speedskating!,en,en,en,en,af,en
6,looking for chopper prop blades to make my own fishing lures with. need another source other than stamina?,"i have found some at stamina.com, but these are too big. i need to find some smaller ones. have searched the net and come up empty.",en,en,en,en,en,en
6,will the india s.africa series be shown on doordarshan channel this time?,also tell me how to watch live cricket on espnstar.com,en,en,en,en,en,en
6,is nba player jim jackson gay? just curious?,,en,not_en,en,,,not_en
6,are the wisconsin badgers and the arkansas razorbacks the two most underrated teams in college football?,i think so from what i have seen. and get this. i saw the projected bowl matchups this past weekend and it looks as if the two might meet in the capital one bowl on new years day. now that would be a matchup to see! i realize that arkansas and wisconsin are pretty highly ranked but i just don't feel that they have gotten the media coverage that they should have gotten.,en,en,en,en,en,en
6,what were the texans thinking on that play?,"it was 3rd and 2 with 1:59 min left to play in the game, why did carr throw the ball? any fool playing playstation knows to run the ball",en,en,en,en,en,en
6,what team where you rooting for this year in the super bowl?,im just tryin to figur out wat team had more supporters.,en,en,en,en,en,en
6,which stud to sit today?,"i can only start 2 of these guys clinton portis (vs phi), chester taylor (vs gb) or warrick dunn (vs cle). i'd normally start portis taylor but with dunn against cleveland (and norwood out), it's tough to sit dunn",en,en,en,en,en,en
6,when is the next argentina game?,just read that argentina has a match sometime next week in madrid. when is the game and who is it against?,en,en,en,en,en,en
6,who is the biggest ball hog at the world cup?,i think its christiano ronaldo of portugal.,en,en,en,en,en,en
6,need to pee while swimming in private pool?,"in the summer i like to swim in my pool alot and usually i usually have my girlfriends over too. we know not to pee in the pool unless we have no other option. is it ok for us to get out and pee in the yard in view of each other? or is the bushes a better spot? or do we just have to dry off and go inside, which takes too much work we feel?",en,en,en,en,en,en
6,what does the o2 stand for on the front of arsnal fc shirt stand for?,yank here it's not a company i see advertised in the usa,en,en,en,en,en,en
6,"ruth mantle maris were all big drinkers, so why dis bonds?","i bet the babe mickey mantle hit some homers while alchohol was in their systems, so what, isn't just being able to do it a triumph?",en,en,en,en,en,en
6,what is a remington model 721 bolt action 30.06 worth ?,great condition.,en,en,en,en,en,en
6,new cars treatment?,"anybody know about inreyen (sorry if i wrong type it) they said that if you drive a new car from the showroom, you should never drive is fast, and never do sudden brake (emergency brake) until the firs 1000 kms, can you explain this to me, why can t i drive at hi rpm and do sudden brake, what happen if i do that?",en,en,en,en,en,en
6,who's the greatest world cup player in history?,"pele,mardona,eusebio,beckenbauer,baggio,zidine",en,en,en,de,it,en
6,how do i get rid of the crowes in my yard?,"i love to bird watch, i have yellow finch, hummingbirds, cardnial and sparrows galore! now, this spring the crowes have made a home at mine and are scaring all the birds away. i just saw a crowe chasing a squirrel? help! ndon't suggest killing them, i won't do that no matter how much i hate them!",en,en,en,en,en,en
6,do you think some the refs (the ones that are calling bad calls and going too far) are abusing their power?,because i been seeing to many ridiculous cards and calls,en,en,en,en,en,en
6,where can i find manchester united dvd off them winning champions league in 1999?,please don't say e bay! i've looked constantly!,en,en,en,en,en,en
6,who do think would in a submission match chris masters or cm punk?,since both of their specials have never been broken,en,en,en,en,en,en
6,ever heard of rev. matching?,stick drivers only,en,en,en,en,not_en,en
6,pourquoi raymond domenech est il si trange?,"d'abord roger lemmere,ensuite santini et enfin domenech que des types qui donnent des r ponses flou lors des conf rences de presse et qui ne semblent pas s'entendre avec les joueurs.domenech qui je le rappelle consulte une voyante pour savoir qu'elle joueur s lectionner ou pas.c'est pas sur les conseils d'une voyante que l' quipe de france va gagner la coupe du monde!",fr,fr,en,fr,fr,en
6,"when a player receives a red card, is he allowed to play in the next game?",worried soccer fan,en,en,en,en,en,en
6,how you can get better in baseball?,doing far homeruns,en,en,en,en,da,de
6,sports question from a sort of clueless gal? lol?,what do they mean when they say a guy is a true freshman in college football? thanks!,en,not_en,en,en,en,en
6,does anybody think italy has a chance this year to win the world cup?,i personally think they are strong this year but so are some of the other countries!,en,en,en,en,en,en
6,has anyone ever heard of jason stokes with the farm team for the florida marlins?,"and if so, what can you tell me about him?",en,en,en,en,en,en
6,why is baseball the 1 sport in u.s?,my teacher told me dat n if dat isn't the 1 sport den isn't football n basketball? n if baseball is den y?,en,en,en,en,en,en
6,"i havw two questions here 1 about wwe, the other about gangs?","question 1 : when is wwe (raw ecw smackdown) next coming to scotland, uk? nquestion 2 : where are gangsters mostly found? (not alleyways or whatever, but like, places, like nyc or whatever). n nthnx",en,en,en,en,en,en
6,float the river?,what are the best rivers to float down in austin? how often do people float the river? im a college student moving to austin and just wondering about it and is it safe?,en,en,en,en,en,en
6,are john cena and king booker the worst and least interesting chaps in wwe f history?,cyber sunday? does anyone care?,en,en,en,en,not_en,en
6,what are the offensive positions in team handball?,and what are their roles? n ni cant find a thing on it!,en,en,en,en,en,en
6,do you think the new ecw promotion will last?,also do you think that the wwe creative team will mess up the future storyline of degenration x (hhh and shawn michaels) they also might hire x pac back?,en,en,en,en,en,en
6,okay french fans?,"okay i think its enough being nice, war on italy start making fun of matterazzi like that ghost of azzuri man from now on im your leader",en,not_en,en,en,en,en
6,should i start ronnie brown or frank gore in week 10?,"my 3rd running back is tiki barber, but he has been great for me every week so i would hate to sit him. but who between brown or gore?",en,not_en,en,en,en,en
6,ff dilemma ?,here goes. i have both the chicago and new england defenses on my roster. as some may already know the 2 teams are playing against each other this sunday. who should i start? bothe d's are projected to get 8 fantasy point. looking for reasons why?,en,it,en,en,en,en
6,how do you get racing sponsors?,i race a 270 micro sprint,en,en,en,en,it,it
6,good tennis college?,any good ones in mind?,en,nl,en,en,en,en
6,what time was kick off 1971 scottish fa cup final replay celtic v rangers?,was this an evening kick off or did mid week match start in the afternoon?,en,en,en,en,en,en
6,more trivia for dale jr. fans !!!!?,at what age did dale jr. say he would retire from nextel? n nand what would he do after nextel?,en,da,en,en,en,en
6,wayne gretzky playing nhl again!!h?,"ok, so wayne gretzky isnt gonna go back and play in the nhl, but now that i have your attention, i have a bauer endure hockey stick, does anybody wanna trade either a easton stealth or bauer vapor vi for one?",en,not_en,en,en,en,en
6,pro wrestling school in australia?,are there any professional wrestling schools in australia? does anyone know how i could find out? any info would be appreciated,en,en,en,en,en,en
6,pourquoi l'ol est un club sans int r t ?,"l'ol brille, joue bien au foot, domine outrageusement la football hexagonal mais ne passionne pas, et c'est le moins que l'on puisse dire. pire les gens ne le d testent pas ou ne l'adorent pas, il n'int resse personne. on peut donc s'attendre ce qu'il tombe rapidement aux oubliettes une fois son moment de gloire pass donc l'ol ne d chaine pas les foules, quelles sont les raisons de ce mal profond ?",fr,fr,en,fr,fr,en
6,"why is my civic not idling without me pressing the gas and why does it bogg down around 3,500 rpm?",i have an 89 honda civic dx with an d16a6 engine in it why is it that my car does not idle without me holding the gas and when i put it in gear if i go to fast or come all the way of the clutch the car dies?,en,en,en,en,en,en
6,where can i find sr20det engines?,"anyone know online shops that can import or find a good, solid sr20det w tranny and ecu for cheap?",en,not_en,en,en,en,en
6,!man untd v chelsea on 26th november!?,"me gots tickets to the game at old trafford! yeh yeh! but hu yall thinks gna win? love for man untd to win! they amazin, when on form course. but wt yall think den? will man untd beat the shirt pullers and divers?",en,en,en,en,en,en
6,which is beter?,which racing do you like more? indy racing or nascar? nascar is more popular (no doubt about that) but now irl is starting to become a little more popular. i personally like indy cars more but nascar is good too. so i was just wondering which one you like more! or do you like them both the same?,en,en,en,en,en,en
6,what do you fill about the performance of england?,they do try.,en,en,en,en,en,en
6,i seem to be unable to find the web addy for the warrington wolves rugby team?,"i am looking to buy tickets for some of the fixtures for next year for my daughter and a friend. i have never done this (as in purchased online) or used this site before, so any assistance would be greatly appreciated. thankyou :)",en,en,en,en,en,en
6,who do you think will win?,john cena vs umaga,en,en,en,tl,sl,en
6,is there a way to stop coming over the top?,is there some hope for me to get my swing together.,en,en,en,en,en,en
6,pourquoi cette stupide guerre entre airsoft et paintball alors que c'est la m me chose ?,yann airsofteur,fr,fr,en,gd,fr,fr
6,which country is henry's origin country?,iheard that leseto[africa] is his origin country,en,en,en,en,en,en
6,"who is better, sidney crosby or alex ovechkin? why?","who is better, sidney crosby or alex ovechkin? why?",en,en,en,en,en,en
6,"in aikido, how long will you reach dan or the black belt rank?","if you just started aikido this summer and you got promoted to yellow belt, but you're only going to take the summer aikido 'cause you still have school, how long will you think you're gonna reach black belt? i'm a freshman or freshwoman? whatever, in high school, but if i reach college already i won't be able to study aikido during the summer 'cause college has summer class. so how long will it take for me to reach black belt?",en,en,en,en,en,en
6,what nfl coaches are gone after this season?,what nfl coaches are on the hot seat? n n coughlin in ny? n green in zona? n parcells if they bite it in the playoffs? n mora in atlanta? n saban in miami if they dont finish strong?,en,en,en,en,not_en,en
6,where can i watch the entire 2002 world cup final match between brazil and germany?,the entire game not the highlights,en,en,en,en,en,en
6,hey guys whos better?,whos better manchester chelsea liverpool or arsnal?oh n why du u tink so?frm sweetlykalemon,en,en,en,en,en,en
6,who would u b?,if you could be ayone else for the day who would u b,en,en,en,en,en,en
6,bonjour ! pourquoi samuel eto'o fils n'a pas t lu ballon d'or 2006 ?,j'aimerais avoir les criteres d'appreciation du jury'' merci !,fr,fr,en,fr,fr,en
6,"i don't know much sports, and need to learn fast ?","my old public school didn't have sports, and so now everyone plays like, basketball or soccer and i always either don't play, or play, and i make our team mess up. how can i learn the sports i want to but at beginner level for an 8th grader?",en,en,en,en,en,en
6,have you ever woke?,"i sneaked up on 3 sleeping moose once,within 10 feet stamped the ground, and they reared up,they were very stiff ,and couldnt walk for a few seconds ,one almost fell down again.the 3 gave some f u looks and burnt outa there.",en,not_en,en,en,en,en
6,who sang on the 2002 fifa world cup?,i mean who was the singer?,en,en,en,en,en,en
6,larsson est il une icaune?,"l'attaquant su dois qui voluait au celtic, henrick larsson, est il devenu une icaune l bas? moi je le trouve norme!!!",fr,fr,en,fr,fr,en
6,nhl opinions?,what do u think about the big upset in the first round of the western conferernce playoffs? the lowest 8 teams going in. and should edmonton dieee? sorry sharks fan. who is the your favorite team? who do u think will win?,en,en,en,en,en,en
6,"do you think rowdy roddy piper is going to keep wrestling, and get in shape or do you think he's going to go",back into retirement now that he doesn't have a title anymore?,en,en,en,en,en,en
6,what's the special weight workouts for swimmers?,"i'm an emploee,30 years old and swimming in a level of amatuers and semi professionals and want to improve my swimming records.my exercises are weight workouts 2times and swimming1 time in a week.i'd like to know special weight workouts for swimmers to improve my body conditions. nmy weight=70 height=172 nthanks a lot.",en,en,en,en,en,en
6,qu'en est il de la devise de de coubertin ?," l'important c'est de participer , de nos jours? nfaut il supprimer les j.o?",fr,fr,en,fr,fr,en
6,are the padres any good?,our the san diego padres any good?,en,en,en,en,en,en
6,superbowl xv stats?,how many hot dogs will be sold at superbowl xv in detroit this year ?,en,ca,en,en,en,en
6,how many story lines do they have on wwe when are they going to clean up the act cause it stinks parent form?,wwe aholes,en,en,en,uz,so,es
6,fantasy team help?,"i need a new qb as i have jon kitna and damon huard (!) these may be ok but jon kitna plays for the lions who are pretty crappy, and damon huard doesnt throw as much because of larry johnson, i have looked at all the teams in my league (12 team league) for a team that has 2 good qb's and there is a team with peyton manning and drew brees, his rb's are tatum bell deshaun foster and lamont jordan, so i thought id try trading him her a running back for drew brees, i have marion barber iii tiki barber and warrick dunn i only want to trade one of them but i have some wr to throw in if one of them is not enough for drew brees i have jerricho cotchery andre johnson donte stall worth and donald driver, nwho do you think i should trade for him, that they will accept?",mg,not_en,en,en,en,en
6,what team s r u supporting in the football world cup '06?,i'm supporting: n1.australia n2.england n3.trinidad tobago n4. brazil n5. argentina,en,en,en,en,it,en
6,ice yet or too early?,was planning atrip to gresham wi. do ice fishing.problem is its easier to do on ice that dont crack and swallow you up.any one know ice if any in shawno county wi?,en,en,en,en,en,en
6,favorite car?,and or makes.,en,ro,en,en,en,en
6,is a 45 1911 better than a 44 magnum?,i have a remington rand 45 model 1911 a that served in wwii with the original holster. i am wondering if a 44 magnum revolver would be a better buy.,en,en,en,en,en,en
6,has anyone played panitball?,paintball is a game where you shoot guns at people,en,not_en,en,en,en,en
6,how can i learn how to do a split? i need some steps of how to do one in a short period of time .thnx!?,please tell me how i can do a split without taking lessons in yoga or anything lke that.,en,en,en,en,en,en
6,name one sports player who has played in the mlb and the nfl in the same season and in the same city?,hint:he also hit a home run and scored a touchdown in the same day,en,en,en,en,en,en
6,can you give me the video of the cricket match southafrica vs australia played at johanesberg?,i want complete video,en,en,en,en,not_en,en
6,nascar to many rules or a good thing?,all the new rules are soo confusing what do you think ?,en,not_en,en,en,en,en
6,"do you think the giants, bears game was well played considering?",considering that both sides were missing key players to injury?,en,en,en,en,en,en
6,"i am looking for a beach volleyball day camp for teens, encinitas or carlsbad area?","day camp for summer 2006, beach volleyball,",en,en,en,en,en,en
6,who designed the baseball diamond?,how did he come up with the length of the base paths?,en,en,en,en,en,en
6,which team will win the fifa world cup?,,en,en,en,,,not_en
6,which team has the dream run into the last 4?,"some teams will have an easier run then others into the final 4. which is the easiest? n nspot one ngermany vs sweden then arg or mex nargentia vs mexico then ger or swed n nspot 2 nitaly vs australia then switz or ukraine nswitz vs ukraine then italy vs aust n nspot 3 nengland vs ecuador then portugal vs dutch nportugal vs netherlands then eng vs ecuador n nspot 4 nbrazil vs ghana then spain or france nspain vs france then brazil or ghana n nfar and away, italy has the easiest run",en,en,en,en,en,en
6,do you think the ufc would ever let girls enter the octagon as fighters not just ring girls and do you think i,"i've taken 2 1 2 years of wingchung jujitsu and 2 years of tae kwon do. i love the world of fighting and the people who do it. tito ortiz, royce gracie, bruce lee, and many others.",en,en,en,en,en,en
6,what club team is better?,i love soccer! i have so many oppertunities to play club? right now i play reck. this club team that sucks needs me! should i do it?,en,en,en,en,en,en
6,nba allen iverson is he better then kobe the crack head bryant or what ?,who is better ai or k the crackhead b,en,en,en,en,en,en
6,basketball question ?,"i went to watch the lakers play last night. it was the first time in my life that i had been to a real life game. my question is: whenever a time out was called, 3 guys in red suit jackets came out and stood under the basket. what are they there for? security?",en,fr,en,en,en,en
6,fantasy baseball: who's a young pitcher i should take a chance on?,"my keeper team is all set on offense. got all the position players i think i'll need to whup it! n npitching another story. i have john lackey, cc sabathia, francisco rodriguez, and that's about it. i think i should grab 7 or 8 more. any last minute advice on someone i havn't heard about yet? sleepers? thanks!",en,en,en,en,en,en
6,who do you think will break lara's record of 400 not out?,do you think it is possible to be broken?,en,en,en,en,en,en
6,whos entrance to the ring has millions of people around the world chanting you suck you suck?,yes the dumass hisself the one and only kurt angle,en,en,en,en,en,en
6,are the mighty ducks doing real good this eason?,i'm a fan of the ducks and i haven't seen any of the games this season or get on the website. please help a girl out.,en,en,en,en,en,en
6,what is the score right now between the edmonton oilers and detroit?,i dont have the game anyone watching it right now?,en,en,en,en,en,en
6,why do americans call football soccer?!!?,you almost dont use yor legs in american football except running.but original football is all about legs.i think americans should change the name and call it football instead of soccer,en,en,en,en,en,en
6,what is the name of the footballer who played for three different countries?,i think it was around the 50's,en,en,en,en,en,en
6,grambling and southern u. football?,"are there any white players on either one of these football teams? nif so, please send link to website so i can see for myself. if not, then is that considered racial segregation on their parts?",en,en,en,en,en,en
6,who is yor favorite basketball player?,my favorite is lebron james because he is cute tell me whose your favorite!!!!!!!!!!!!!!!!!!!!!!!,en,en,en,en,en,en
6,who was the last player to get a cycle and when?,i forgot,en,en,en,en,no,en
6,qb decision for week 11 on the line approaching the playoffs ?,"better choice at the helm? big ben vs. browns who's been on fire, but hasn't done so well in cleveland or favre who's been consistent the past 3 weeks vs. the pats at lambo",en,en,en,en,en,en
6,how do you do an ollie?,"how exactly do you do an ollie, and ndo you know any skateparks in the wausau area?",en,cy,en,en,en,en
6,the hardys r?,the hardy boyz r reunting i heard it on wwe.com so what do u think about this,en,not_en,en,en,en,en
6,any arsenal fans online right now?,oye gunners watching the game? only got audio unfortunately but hoping and anticipating a mint game and i fee l we can do it,en,en,en,en,en,en
6,what are your favorite kinds of shoes to wear?,just looking for other people's opinions. my favorite shoes are retro jordans and nike air force ones.,en,en,en,en,en,en
6,i'm doing a school paper on the nyy brsox rivalry. any important things i need to bring up?,besides the babe ruth trade?,en,en,en,en,en,en
6,weakest arsenal side?,are we seeing weakest arsenal since wenger came?,en,af,en,en,en,en
6,"not that this is my reason 4 watching football,but which player(s) do u hav d hots 4?go on!!! cheers!!!?",plus ladies especially? don't u hate it when people accuse u of watching football just cos of d players? nwhen in fact u hav real passion for the game? my fave all time player is robert pires but when it comes to looks there's sumthing about joe cole :) nn i like steven gerard n ok even tho he's in chelsea lampard :)),en,en,en,en,en,en
6,who has worn number 23 for the st. louis basbal cardinals?,i would like the names and years played for every person to wear the number 23,en,en,en,en,en,en
6,can you name the mascot for mexico's 1986 world cup?,people eat it in this country.,en,en,en,en,en,en
6,dryfood powderfood for surviving and hiking?,need contact with dry powder food lunch dinner manufacturer. just add hot water and dinner is a reality. this type of bags are used on hiking and camping trips in the mountain. no heavy can needed when lightweight dinner bags are awaliable. nwant to sell these lunch dinner bags in scandinavia market. anyone that can give me contact infrmations on suck manufacturer are welcome to send me email to,en,en,en,en,en,en
6,should i enter the big fight on sat?,"i think im ready but the proplem is i spar with pepole that weigh 175 i weigh 200 but im not fat im 6,1 so it evens out and im veary skinny and i would be fighting boys with weist the size of my body what should i do",en,en,en,en,en,en
6,"what transmission is better on a 71 ford, fmx or c4?",different people tell me different things. some say fmx is the best and others say c4(more heavy duty). what is the final answer?,en,en,en,en,en,en
6,basketball layup help?,how do i do a ver good layup right and left handed?i need good detail.videos help,en,no,en,en,en,en
6,does pharrells ice cream skate team have a line of boards?,plz answer where can i find there clothing and shoes in michigan or near michigan?,en,en,en,en,en,en
6,how did former usc and atlanta falcons offensive lineman travis claridge die?,all i've read is that he was found unconscious in las vegas. what happened?,en,en,en,en,en,en
6,which country finished 3rd at 1966 fifa world cup?,"is it spain, russia or portugal. remember this country played for the first time in 1966.",en,en,en,en,en,en
6,who was the top scorer in the 1994 world cup? e mail me and i get to know you.norman?,"i want the real answer to my question. nso if you are out there and you feel ya know, then dont hesitate to mail me, nam waiting .",en,en,en,en,en,en
6,going to start an intensive workout program ?,"very shortly i am going to start a serious workout program. i have been playing a lot of tennis and lifting at home and have dropped over 25 lbs. i want to lose 25 more but get much stronger. so, i am curious to see what people would advise me to do. i am going to be playing a lot of basketball and doing some swimming over the winter to complement my lifting. how do i get the two to work together for me, cos i don't want to give up lifting or sports.",en,en,en,en,en,en
6,what is marcus aurelio's entrance music ?,please answer my question ,en,en,en,en,not_en,en
6,who you ever like to attend the mlb all star game?,i would only like to see the all star game if the prices for the tickets were reasonable.,en,en,en,en,en,en
6,p texing snowboards?,"how to p tex a snowboard, how long it takes, should i do it on my own or have it profesionally done?",en,en,en,en,en,en
6,atttention fantasy football guru's!?,ok fellas and ladies salary cap money league. nwhat wr would you start this week. need only 1! nandre johnson vs atlanta nroy williams vs atlanta nor hush vs ravens,en,en,en,en,en,en
6,what is the funniest thing in the world cup?,here are some options: na. a team called socceroos nb. a coach called bruce arena nc. peter crouch nd. switzerland s ability with pks ne. oliver khan s face in the bench,en,en,en,en,en,en
6,who is the batsman whose all scored centuries have resulted in a test match win?,"if none, then give the name of the batsman whose scored centuries have resulted to the maximum no. of test match wins nalso give the name of the batsman whose scored centuries have resulted in the maximum number of draws hope its not gavaskar",en,en,en,en,en,en
6,witch one?,ok should i get a pink or black dirt bike,en,en,en,en,no,en
6,latest news: dravid out of the odi series. a bcci game plan?,"rahul dravid, has been ruled out of the remaining two matches of the odi series following a finger injury. sehwag will captain the side. now is this part of bcci's gameplan or a genuine injury?",en,en,en,en,en,en
6,who likes to fish and why?,i love to fish!! i just like to fight a fish when it hooks! what do u think?,en,en,en,en,not_en,en
6,what's really the main diference betwen the uniforms of high school football and the ones in college football?,"i've seen that there's some diference between the unifroms, but i don't know if there's a really specific or main obligatory diference.",en,en,en,en,en,en
6,is there a slovenian tennis union official website?,all the slovenian tennis tournaments through the year,en,en,en,en,en,en
6,why does my second server suck so bad when i am playing in a serious tennis match?,i seem to slow way down and can't serve correctly.,en,en,en,en,en,en
